Name	x	y
Chizomeno	0.019188305363059044	0.06942017376422882
Cho-Binbo-Yorigami	0.07086052745580673	0.03160385414958
Cho-Kichiku Rock	0.07055222243070602	0.05970264971256256
Christmas Misaki	0.21280066668987274	0.167136549949646
Christmas Tharja	0.06833070516586304	0.05547904223203659
Chronus	0.04286046698689461	0.042920418083667755
Ciel_P	0.012366930022835732	0.0837903842329979
Clone Ash	-0.0001433132274542004	0.07547537237405777
Clone Jado	0.05988117679953575	0.08949562162160873
CO-OP Geni	0.08794308453798294	0.012886347249150276
Cobs	0.04857228323817253	-0.0028862422332167625
Code-Holder	0.10873646289110184	0.028947392478585243
Code: Crashed Killer	0.060524992644786835	0.07315132021903992
Code: Killed Destroyer	0.10030302405357361	0.08683449774980545
Code: Lacked Walker	0.07162526249885559	0.044435035437345505
Coffee Azteca	0.020379921421408653	0.10802053660154343
Comprehensive Chocolate	0.044451870024204254	0.051079608500003815
Congelatio Gladiator	0.0939968079328537	0.12464211136102676
Conpaku Golem	0.016904527321457863	0.0880696028470993
Cool Beauty Aki Shimai	0.011619482189416885	0.10447967797517776
Cooler the 5th	0.0416741706430912	0.0096546346321702
Counterfelt K	0.06406641751527786	0.04896169900894165
Counterfelt Roswel	0.13082902133464813	0.05140421912074089
Crazy Anderson	0.08386460691690445	0.028891708701848984
Crazy Moon	0.09896812587976456	0.10221721231937408
Crazy Toki	0.10362529009580612	0.08833003789186478
Crazy-Catastrophe	0.10891363769769669	0.12186960130929947
Cream Yagami	0.059180766344070435	0.0608227401971817
Criss	0.025698263198137283	0.06941988319158554
Crovax Mukai the Cursed	0.03721293807029724	0.08223297446966171
Crueltear Relinquish	0.017207687720656395	0.036468762904405594
Cruelty Blood Arcueid	0.0806310698390007	0.020168792456388474
Cryptic White Knowledge tyP-v.SG	0.11158838123083115	0.08059097826480865
Cthugha	0.043188806623220444	0.05072062090039253
Cursed Misuzu	0.019362913444638252	0.0214106235653162
Cyclopes	0.06656881421804428	0.0005972579820081592
C_Ada	0.04184006154537201	0.0296662375330925
C_Patchouli	0.10486822575330734	0.05282153934240341
D-Cirno	0.08937237411737442	0.03698476776480675
D-Foxy	0.0826776996254921	0.029398679733276367
D-Kanna	0.048857759684324265	0.10196997970342636
D-Lion	0.052358947694301605	0.12885336577892303
D-Nariyuki-E	0.02617882378399372	0.10218938440084457
D-Tenshi	0.07589641213417053	0.02031031809747219
D. Morden	0.04936074838042259	0.04532961919903755
D. Pandora's Box	0.101035937666893	0.07472250610589981
D. Shadow	0.050737276673316956	0.06627725064754486
D0 Orochi	0.07581096887588501	0.01818235218524933
D2 Dragonewt	0.025265924632549286	0.0535251684486866
Dai Seki Mon	0.05326755717396736	0.018045546486973763
Dank Meme Len	0.08610095083713531	-0.006168553605675697
Danmaku Kain	0.08001379668712616	0.07348548620939255
Dantalion Alice	0.02886512130498886	0.00783225242048502
Dark Alice	0.08305320888757706	0.0586300827562809
Dark Donald	0.05304901301860809	0.050638116896152496
Dark Evil +Q	0.07770184427499771	0.05668534338474274
Dark God Nao	0.07385328412055969	0.04722693935036659
Dark Gustab M.	0.06410740315914154	0.04332610219717026
Dark Ikumin	0.04619642347097397	0.03869928792119026
Dark Makai	0.04525413736701012	0.08942225575447083
Dark Morrigan	0.074924536049366	0.1037021353840828
Dark Police Zero	0.10680495947599411	0.05504089966416359
Dark Ruler is still boring you idiots	0.04365484416484833	0.08330371975898743
Dark Souls Zero	0.06556101888418198	0.028635740280151367
Dark Spawn Sonic	0.015218893997371197	0.0458531528711319
Darkness Rozwel G.	0.04426225647330284	0.03067069686949253
Dark★Orochi	0.06804027408361435	0.045145779848098755
DBS Vegeta	0.1033739373087883	0.10542968660593033
DBZ Goku	0.0647893100976944	0.0056084017269313335
DD-Rumia	0.05702011659741402	0.04575533792376518
Deadly Surgeon	0.06628705561161041	0.03167639300227165
Death DHL	0.07036043703556061	0.058593373745679855
Death DHL & Kenshin	0.09645121544599533	0.08251169323921204
Death Rebecca	0.011452119797468185	0.07660382986068726
Death Starla	0.0841728001832962	0.0962166115641594
Death UMA	0.022908812388777733	0.07599116861820221
Death-o	0.045073091983795166	0.029274331405758858
DeathKaTen	0.11479528993368149	0.06126869469881058
Deified Neo Meep140	0.02150639332830906	0.036863211542367935
Deka Nanaya	0.03633572533726692	0.08424877375364304
Dekinaiko Santa	0.08654255419969559	0.02313205599784851
Demitri-A	0.007639999035745859	0.07644696533679962
Destroyer Shimakaze	0.04008641093969345	0.08103063702583313
Destrud Nero	0.08195125311613083	0.02939736098051071
Destrudia	0.09066035598516464	0.05760069191455841
Deth Kyo	0.0498829111456871	0.08904030174016953
Devourer Element	0.04874591901898384	0.04923931509256363
DhalsimsS	0.05492493510246277	0.043719951063394547
Die-chan	0.06211838126182556	0.07584015280008316
Diyu	0.03861308470368385	0.011490952223539352
Doge	0.018819306045770645	0.07116441428661346
Dolphins	0.06246567890048027	0.05244581401348114
Donaemon Type-D	0.05212545394897461	0.04557350277900696
Donald 0D	0.08390816301107407	0.11181092262268066
Donald Broli	0.07127351313829422	0.055585216730833054
Doruge	0.09431692212820053	0.07317128032445908
Dr. Manhattan	0.06188702955842018	0.12285063415765762
Dracula Rai	0.019697856158018112	0.06926006823778152
Dragon Edition Blanka	0.03292963653802872	0.09859910607337952
Dragon Edition Ken	0.05482211709022522	0.045224882662296295
Dragon Edition Zangief	0.08166906982660294	0.05166798084974289
Dragon Fairy	0.013229696080088615	0.06897472590208054
Drakyola	0.041219793260097504	0.07746487110853195
Dream Eater	0.06885331869125366	0.054360534995794296
DRRPG	0.05851302668452263	-0.007452435791492462
Dual Shiki	0.0702558308839798	0.03496621176600456
Dual-flame Magaki	0.0880596786737442	0.08721403777599335
Duane	0.048092544078826904	0.04492896422743797
Dusk Elque	0.014779206365346909	0.03365183621644974
Dusk Knight	0.047916144132614136	0.025907643139362335
Dusk Maxima	0.006570638157427311	0.01010932307690382
Dwayne Johnson	0.056346893310546875	0.03725671023130417
Dynamic Super Mario	0.018609682098031044	0.026440896093845367
Dyspo	0.027140403166413307	0.03578706458210945
D_Komachi	0.08618712425231934	0.04476998746395111
E-Youmu	0.1117488294839859	0.1231694296002388
Einherjar Red Milite	0.0946447104215622	0.10487228631973267
Einherjar White Milite	0.07143708318471909	0.017694948241114616
El Presidente	0.0788760706782341	0.02791832946240902
El Yukari	0.02761075831949711	0.013046108186244965
Element Sagat	0.07668783515691757	0.025337176397442818
Element_K	0.0413699597120285	0.1106901615858078
Emblasir	0.06934212893247604	0.10957206040620804
Emerald	0.03592121973633766	0.030230697244405746
Emily-sama	0.08360680937767029	0.08565985411405563
Enja	0.043785031884908676	0.041383981704711914
Enlil	0.015324844047427177	0.0919012799859047
Envia	0.050678759813308716	0.0282204058021307
EO3 - Kraken	0.08831396698951721	0.029602644965052605
Eradicator	0.08822841942310333	0.10293218493461609
Erina_A	0.08763362467288971	0.03719975799322128
Error Zero	0.03684584051370621	0.03954329714179039
Esverl	0.10823199898004532	0.04003676772117615
Eternal Little Girl	0.01670289970934391	0.01721588522195816
ETK Geese	0.02577855996787548	0.05882115289568901
Evchaea Evolutio	0.099677175283432	0.022349650040268898
Eve Justice	0.08387679606676102	-0.0027320832014083862
EX Agito	0.08012741804122925	0.015982944518327713
EX Red King	0.07090791314840317	0.018661493435502052
EX Rugal	0.027463695034384727	0.08699589967727661
EX-F-Meiling	0.042861416935920715	-0.00289935152977705
Executor	0.06592665612697601	0.05011624097824097
Exelica	0.10524274408817291	0.020603857934474945
Exiled Princess	0.10627208650112152	0.09259063005447388
Existance	0.07872972637414932	0.00706647802144289
Exodia	0.1558382213115692	0.1302690953016281
Explosive Krizalid	0.10302487015724182	0.029715290293097496
Extreme Cirno	0.012956533581018448	0.08271584659814835
Extreme Dark Akuma	0.05518866330385208	0.054630111902952194
Extreme-o-saur	0.05530288442969322	0.05683452636003494
F-D-Flan	0.011850068345665932	0.08933829516172409
Fairys-chan	0.08830402791500092	0.058637361973524094
Fallen Sanae	0.10512849688529968	0.06571617722511292
Fateful Fighter	0.012995767407119274	0.050994567573070526
Felix 3rd	0.012127622961997986	0.024975942447781563
Figare	0.07486981153488159	0.01988147757947445
Final Adel	0.07176156342029572	0.04050404205918312
Final Boss Thanos	0.0011720433831214905	0.09779076278209686
Final Element Kyo	0.031365636736154556	0.048249419778585434
Final Orochi	0.06447047740221024	0.015343548730015755
Final Rozwel S.K-L	0.035366810858249664	0.03133124113082886
Final Rugal	0.05047406256198883	0.09846267849206924
Final Satsujinki	0.0897253081202507	0.0366782508790493
Final Sigma W	0.06426484137773514	0.04492592811584473
Final Zeroko	0.016939673572778702	0.05975049361586571
Final Zeroko EX	0.059028882533311844	0.01602133922278881
Finale Sula	0.06439007073640823	0.05453483387827873
Fire-Chicken	0.02693844959139824	0.032237548381090164
Flame Holding Dragon	0.06660477817058563	0.01158516202121973
Flame Priestess Saki	0.0334104560315609	0.08362413942813873
Flames Iori Yagami	0.09923000633716583	0.04366600513458252
Flea	0.09369746595621109	0.11115626245737076
Fleet of Legend NEET Orochi's	0.14386719465255737	0.12672126293182373
Fliz SP	0.044925324618816376	-0.0007840960170142353
Foolish and mystical little girl	0.09550762921571732	0.10966309905052185
Forbidden Knowledge	0.029299631714820862	0.05073809251189232
Formula 91	0.004732833709567785	0.026626907289028168
Forte	0.07702267915010452	0.07075893878936768
Fortissimo_R	0.032696764916181564	0.0779801681637764
Fortuna	0.047120220959186554	0.11480411887168884
Fortuna Suwako	0.01918291486799717	0.0820230096578598
Freedom Nitoris	0.03379322215914726	0.04459889233112335
Frozen Heart	0.08511009067296982	0.09046342223882675
FT-Kyo	0.10970640927553177	0.05718406289815903
FT-Neroa	0.09244631975889206	0.06349167227745056
Fuma FC	0.024217795580625534	0.07992473989725113
Funny Kain	0.007829630747437477	0.027811376377940178
Funny Mario	0.07890674471855164	0.0333702452480793
Future Trunks EX	0.0783258005976677	0.0027509089559316635
F_Orochi	0.11959462612867355	0.08885416388511658
G-Gonzales	0.06128901615738869	0.08933170884847641
G-Hisame Shizumaru	0.046507854014635086	0.05563829094171524
G-Kanna_K	0.007266954518854618	0.08850198984146118
G-KO-chan	0.05332105606794357	0.07969526201486588
G-Komachi	-0.007605790160596371	0.09553078562021255
G-Lilith	0.05462448671460152	0.05797245353460312
G-Mizuka_SK	0.005571380723267794	0.07930207997560501
G-Rugal	0.06610081344842911	0.049256373196840286
G-Senna	0.019101561978459358	0.06452840566635132
Galacta Nightmare	0.0635431706905365	-0.003077565459534526
Gallon-A	0.03319399431347847	0.04495934024453163
Gamerizer	0.09635715186595917	0.07603608816862106
Ganymede	0.0980876237154007	0.014958436600863934
Gao-gao-gao!!	0.11249824613332748	0.06013976410031319
Garuda_G	0.016238132491707802	0.06821872293949127
Garugadiora	0.06631249189376831	0.03636033460497856
Gatanothor	0.10443656891584396	0.08210307359695435
Gatotyuman	0.05702263489365578	0.08884196728467941
Geek Emperor	0.12259043753147125	0.057585522532463074
Geese-Y	0.07799766212701797	0.0499449297785759
Geirolul	0.052889492362737656	0.12155316770076752
Geki-Tokies	0.09462350606918335	0.030855245888233185
General Daiyousei	0.03895258903503418	0.03560161218047142
General Mouri	0.06519685685634613	0.021647093817591667
General Saiki	0.08914399147033691	0.0024961973540484905
Genjinsin	0.06519827246665955	0.09220678359270096
Genocide Rugal	0.03312559798359871	0.07479584217071533
Get in the mask you idiot	0.027881043031811714	0.05301709473133087
GhosToki	0.10062737762928009	0.054222043603658676
Giant Gunter	0.03923073410987854	0.03164692968130112
Giant Orochi	0.08109192550182343	0.06928598135709763
Giga Bowser	0.039605461061000824	0.060184694826602936
GM-Suwako	0.07500245422124863	0.06552012264728546
GMG	0.04745209217071533	0.053877584636211395
God Adel	0.031069081276655197	0.04043164104223251
God Angelique	0.07032347470521927	0.032399408519268036
God Bomber R	0.04617001861333847	0.09997782856225967
God Kimchi EX	0.09898640215396881	0.05335472524166107
God Mizuchi King	0.08487552404403687	0.021902693435549736
God Phoenix	0.05275338888168335	0.04655923321843147
God Ryo	0.0587928332388401	0.0350862517952919
God Wind	0.02031070925295353	0.033283334225416183
Goddess Aya	0.011046572588384151	0.06407765299081802
Goku Cell	0.03845128417015076	0.08229108154773712
Goku Clones	0.07479704916477203	0.09254083037376404
Goku HR EX	0.07285817712545395	0.055350229144096375
Goku WN	0.027289632707834244	0.0692320168018341
Gold Leo	0.04680149257183075	0.047188472002744675
Gold Mario	0.05268936604261398	0.07487831264734268
Gold Metal Iori	0.09847702085971832	0.025062473490834236
Golden Elisir P.x5	0.08495095372200012	0.029594551771879196
Goliath Doll	0.03676310181617737	0.06800975650548935
Goten GT	0.08619457483291626	0.02360723540186882
Gou the Inferno	0.02229509875178337	0.06748615205287933
GP-02 Physalis	0.015726329758763313	0.03140765056014061
Grand Diable	0.04315439239144325	0.05117705464363098
Great Zeorymer	0.11009001731872559	0.059976425021886826
Green Tea	0.012892710976302624	0.015124650672078133
Grey Pontiff GG	0.07637243717908859	0.03443527594208717
GRGR Clark	0.03546038642525673	0.06308244913816452
Grouda	0.0851006731390953	0.019145146012306213
Gumei Kuchinagi	0.04598190635442734	0.019710946828126907
Guruguru Flan	0.03530683368444443	0.05611966550350189
Gustab M Type-F	0.05145856365561485	0.03110058605670929
Gustab M. 8	0.042015548795461655	0.09260749816894531
Gustab-Nightmare	0.03905699402093887	0.052596110850572586
Guts the Black Berserker	0.05177297443151474	0.08182777464389801
GW-Marisa	0.06411384046077728	0.07794147729873657
Gyaban	0.04776977002620697	0.03470899537205696
Gyaos 64	0.08584094047546387	0.029868651181459427
H-Reimu	0.06028224900364876	0.11377551406621933
H-Ryu	0.06325686722993851	0.03298242390155792
H-Senna	0.07208967208862305	0.0496203787624836
Hadou-Ken	0.06682759523391724	0.04256928339600563
Hagure Metal King	0.10606314986944199	0.037184059619903564
Hakaishin Rhajat & Angel Tharja	0.12249339371919632	0.06778997927904129
Hakugin Sarashina	0.03881778195500374	0.051938898861408234
Halphas Iku	0.0787893682718277	0.01970272697508335
Hammer and Sickle	0.06170162931084633	0.054842378944158554
Hanma Yujiro	0.09584631770849228	0.11209973692893982
Harris	0.07952083647251129	0.08043327182531357
HasKain	0.0640549510717392	0.02039455994963646
Hastur	0.07264593243598938	0.09386719763278961
Hattori Hanzou PH	0.015226734802126884	0.034644965082407
HE-Thouther	0.052924931049346924	0.059590600430965424
Headmaster	0.04529836028814316	-0.009968370199203491
Heart Armadi	0.06521819531917572	0.05162939056754112
Heartless Meiling	0.05750551447272301	0.029210912063717842
Hecate Scarlet	0.08332374691963196	0.0670013353228569
Hell Monster Spooo	0.02592167630791664	0.07270026952028275
Himan Zellode	0.09272364526987076	0.058503009378910065
Himiko	0.05731717869639397	0.050905872136354446
Hisame Shizumaru PH	0.06647124886512756	0.00896278116852045
Hit	0.07303237915039062	0.06774260848760605
Hiyoi EX	0.09777095168828964	0.03643670305609703
Hol Horse is an asshol	0.012569118291139603	0.013624761253595352
Home Run Jose	0.04493441805243492	0.03863001987338066
Homu Homu	0.07437818497419357	0.04228213429450989
Homura	0.03446749225258827	0.10194611549377441
Hong	0.04834749549627304	0.03518369793891907
Honki Kokoro	0.0036483146250247955	0.04630138352513313
Honki Touyama	0.030234942212700844	0.09716514497995377
Honki Ultraman	0.07500708103179932	0.07669951021671295
Horror Magaki	0.05372980237007141	0.06175742298364639
Houou	0.025210076943039894	0.05263763293623924
Huitloxopetl	0.08770817518234253	0.024474970996379852
Hukusyuki EX	0.03482170030474663	0.018857218325138092
Hunter U6746	0.049115315079689026	0.07943157106637955
Hyakuretukenshirou	0.06674002856016159	-0.003874807618558407
Hyper Broli	0.021129749715328217	0.017364587634801865
Hyper Cell	0.00316925928927958	0.08878742158412933
Hyper Daigo Ken	0.007274973671883345	0.01810147799551487
Hyper General Baranzo XX2	0.06607101112604141	0.015380782075226307
Hyper Gogeta	0.03727554529905319	0.09723139554262161
Hyper Goku	0.04261593520641327	0.05730963125824928
Hyper Gotenks	0.05850023776292801	0.05896315351128578
Hyper Greatthing	0.0647072121500969	0.10143601894378662
Hyper omega cheapest lolol sector 8 Kung Fu Man	0.05336453765630722	0.06546615064144135
Hyper Rare Akuma	0.05565910041332245	0.09646027535200119
I C H I R I N	0.09083274006843567	0.05887910723686218
I Wanna Be The Ryu	0.009102576412260532	0.06063713878393173
I-Kishima	0.1010795310139656	0.025852899998426437
I-Orin	0.029269495978951454	0.03439997136592865
I. Remilia Scarlet	0.026078658178448677	0.06282695382833481
I=orin	0.043009135872125626	0.005343188066035509
Iblis	0.08591493964195251	0.09055781364440918
Ibuki Suika Nightmare	0.05042394623160362	0.06342976540327072
Ice Fox	0.06549336761236191	0.05911639332771301
Ice Mage Krizalid	0.06195756793022156	0.04839332029223442
Icy Diamond	0.056895848363637924	0.036033350974321365
Idatengu	0.07225474715232849	0.03970997780561447
Idol Hisui	0.09172928333282471	0.036597974598407745
IF Patchouli	0.0731382742524147	0.08059947192668915
Igniz-EV	0.035687290132045746	0.05159897357225418
Ikura Warship	0.01104012317955494	0.0716778114438057
Ill-Fate-Misuzu	0.06810641288757324	0.061401695013046265
Imagine Breaker	0.09207800030708313	0.07636670768260956
Immortal Devil	0.12056326121091843	0.0884094089269638
Immortality of Blaze	0.10551580786705017	0.028398610651493073
Inanimate Flower	0.014489958062767982	0.029544249176979065
Index	0.09183178097009659	0.044270798563957214
Inf KFM	0.0782938152551651	0.018313858658075333
Innovation Chris	0.04576481878757477	0.05439839884638786
Insecticide	0.05242433771491051	0.04266313463449478
