-0.02518912	-0.037949342
-0.05706805	-0.06956402
-0.06492404	-0.05087771
-0.04665671	-0.10433914
-0.031943794	-0.08914761
-0.14240836	-0.09713606
-0.115047246	-0.062636
-0.123309106	-0.109183915
-0.027155591	-0.11347519
-0.048433237	-0.047591124
-0.15209207	-0.11747195
-0.12484065	-0.09924477
-0.04248803	-0.099960044
-0.062889636	-0.08927104
-0.09720457	-0.047111068
-0.043136314	-0.1384482
-0.0731054	-0.037764147
-0.016003594	-0.0829256
-0.08832912	-0.064152114
-0.0700003	-0.054765794
-0.054623578	-0.086086616
-0.08416226	-0.055510167
-0.038884174	-0.08419921
-0.06330927	-0.057533517
-0.06557479	-0.04526535
-0.07499889	-0.0643558
-0.054844987	-0.08051181
-0.09425996	-0.103458494
-0.083460756	-0.036603678
-0.085391834	-0.09019038
-0.011784997	-0.091578595
-0.05271627	-0.048038714
-0.07278707	-0.062482554
-0.027992342	-0.0684594
-0.046031352	-0.05996363
-0.05492846	-0.05963021
-0.11051994	-0.07858837
-0.06365217	-0.062174864
-0.043750603	-0.06758767
-0.085606135	-0.050605234
-0.0642916	-0.04636057
-0.064432845	-0.09553613
-0.14745465	-0.10973062
-0.16036098	-0.08074541
-0.058673784	-0.068654545
-0.08028644	-0.06434429
-0.0696929	-0.05698062
-0.050971933	-0.06332366
-0.10325578	-0.12321195
-0.06399394	-0.059442963
-0.033130124	-0.0516043
-0.031693768	-0.07755245
-0.0648686	-0.09665081
-0.040802423	-0.073690005
-0.058046713	-0.06577448
-0.062339842	-0.046459172
-0.042474434	-0.055753995
-0.07129472	-0.12621744
-0.14370552	-0.14448984
-0.052084513	-0.06694107
-0.034596037	-0.113526106
-0.09791281	-0.08958619
-0.04221986	-0.06745553
-0.08926466	-0.061041243
-0.033516657	-0.09811679
-0.080478415	-0.05301507
-0.03709356	-0.10747227
-0.04904949	-0.0558895
-0.08450547	-0.029249001
-0.061323684	-0.055397607
-0.0792266	-0.040632203
-0.013645095	-0.08624219
-0.08922225	-0.041864686
-0.059546474	-0.07801544
-0.044387262	-0.075170346
-0.03931297	-0.08942992
-0.053828258	-0.08114372
-0.09361978	-0.028815368
-0.08129609	-0.09429153
-0.051697217	-0.07817769
-0.1075289	-0.013247386
-0.058359195	-0.07195843
-0.029800497	-0.08040194
-0.029177686	-0.07577748
-0.07415664	-0.07828997
-0.0661395	-0.082212836
-0.048245903	-0.077942036
-0.045419548	-0.07703834
-0.11740879	-0.053717952
-0.12797102	-0.13378406
-0.06116204	-0.056805883
-0.056404836	-0.06590925
-0.036588755	-0.092411704
-0.05197494	-0.0940754
-0.03153433	-0.082902536
-0.097689554	-0.0404754
-0.06860427	-0.056434903
-0.070433274	-0.05106758
-0.06851283	-0.065141186
-0.08325723	-0.05820616
-0.09354792	-0.043045547
-0.037869506	-0.08483074
-0.06537986	-0.07687182
-0.09863413	-0.0185907
-0.08622372	-0.06201413
-0.057707362	-0.059133764
-0.074804686	-0.018316707
-0.08416918	-0.060494933
-0.04692892	-0.06273258
-0.058955956	-0.09486923
-0.0093578985	-0.10012432
-0.05596364	-0.06614234
-0.13360207	-0.09864332
-0.07611127	-0.03637167
-0.042370036	-0.105112895
-0.07235529	-0.060680646
-0.04404551	-0.03478809
-0.05814948	-0.066308685
-0.094603196	-0.110714145
-0.098661214	-0.07136658
-0.05633971	-0.06328064
-0.08777976	-0.028020168
-0.07159754	-0.027857168
-0.019647963	-0.07486103
-0.062439747	-0.07166679
-0.05396887	-0.12368626
-0.12443169	-0.09330553
-0.04395529	-0.06351049
-0.13139229	-0.06694267
-0.08896861	-0.05613401
-0.07672326	-0.008564196
-0.05057718	-0.08367557
-0.092469394	-0.023630286
-0.065122254	-0.06920269
-0.046126354	-0.0530423
-0.05882224	-0.036273688
-0.12846875	-0.13073733
-0.07133422	-0.08692894
-0.038420733	-0.11119235
-0.06810351	-0.04875452
-0.06858005	-0.10373883
-0.047943044	-0.096656024
-0.10201315	-0.024677511
-0.08700517	-0.017626643
-0.0692849	-0.059359837
-0.083980314	-0.033323947
-0.07644325	-0.02368407
-0.02518204	-0.044100266
-0.04906762	-0.062163174
-0.0699263	-0.05555785
-0.07768569	-0.0367886
-0.06932132	-0.023422452
-0.062038295	-0.070396535
-0.1057482	-0.05064266
-0.074261755	-0.057370767
-0.058864027	-0.06810935
-0.094463766	-0.02477782
-0.059212487	-0.03632718
-0.03711387	-0.050977517
-0.04538533	-0.080599956
-0.039351027	-0.083893016
-0.06296508	-0.060399447
-0.07332336	-0.09066474
-0.059431423	-0.06387298
-0.04238238	-0.065637015
-0.04710333	-0.04777914
-0.05474596	-0.050381936
-0.06618629	-0.072033726
-0.056484394	-0.063787974
-0.052990798	-0.07184601
-0.048658337	-0.054368917
-0.09006874	-0.017470015
-0.057838976	-0.10016787
-0.11132143	-0.039235268
-0.03505124	-0.10067511
-0.08823079	-0.03935221
-0.09373409	-0.033850837
-0.08250496	-0.037187774
-0.07037748	-0.05313334
-0.09630021	-0.086174265
-0.07839955	-0.10967447
-0.054835185	-0.05541728
-0.11211591	-0.020450996
-0.03615816	-0.08701586
-0.11614904	-0.08838158
-0.060085017	-0.08006326
-0.029016187	-0.05627712
-0.09255247	-0.06314939
-0.12131185	-0.1280788
-0.0412726	-0.097335346
-0.062209602	-0.12499689
-0.0485195	-0.08057276
-0.04715138	-0.07634966
-0.05358679	-0.07615964
