1.715578079223632812e+00	-1.669729232788085938e+00	-2.680154740810394287e-01	-1.348695158958435059e+00
-1.529608011245727539e+00	-1.254190325736999512e+00	1.157781124114990234e+00	7.007052898406982422e-01
-3.643408119678497314e-01	-2.181232213973999023e+00	8.991400599479675293e-01	-1.118706986308097839e-01
2.395841360092163086e+00	-1.056622505187988281e+00	5.825632214546203613e-01	-1.266448259353637695e+00
-1.302768111228942871e+00	-3.641151189804077148e-01	1.115107297897338867e+00	3.508653640747070312e-01
-1.116997480392456055e+00	-1.801644086837768555e+00	9.244921803474426270e-01	4.220614433288574219e-01
-6.490947008132934570e-01	-1.838728547096252441e+00	6.974288821220397949e-01	5.101782083511352539e-01
-1.403195977210998535e+00	-1.340755939483642578e+00	3.609501123428344727e+00	6.132789850234985352e-01
-1.560974240303039551e+00	-1.302174329757690430e+00	1.944446563720703125e+00	5.206418633460998535e-01
-2.478833913803100586e+00	-2.483385562896728516e+00	2.586881399154663086e+00	-1.188681423664093018e-01
-1.893790245056152344e+00	-1.708979249000549316e+00	6.181690096855163574e-01	-2.276239544153213501e-01
-1.125620841979980469e+00	-2.191912382841110229e-01	1.082229852676391602e+00	8.207037448883056641e-01
-3.036136388778686523e+00	-1.851698875427246094e+00	1.754977941513061523e+00	-1.918352645589038730e-04
-1.336228698492050171e-01	-2.848516941070556641e+00	1.851128697395324707e+00	-1.004912614822387695e+00
-2.776511907577514648e+00	-3.633506774902343750e+00	9.282016158103942871e-01	3.766868114471435547e-01
-8.608590364456176758e-01	-1.207192778587341309e+00	1.715986132621765137e+00	-3.584224581718444824e-01
-1.793858170509338379e+00	-6.511476039886474609e-01	1.206147789955139160e+00	3.366251289844512939e-01
-9.988750219345092773e-01	-1.872832179069519043e+00	7.841517925262451172e-01	4.142540991306304932e-01
-2.080310106277465820e+00	-1.403331875801086426e+00	1.427171945571899414e+00	-1.362565010786056519e-01
-7.570036649703979492e-01	-6.588859558105468750e-01	1.867147088050842285e+00	-1.614620834589004517e-01
1.315955370664596558e-01	-8.705180287361145020e-01	1.505546808242797852e+00	3.747573494911193848e-01
