0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.029365798	0.049193356	-0.012857088	-0.04123524	0.008304181	-0.03007796	0.056396097	-0.018430652	0.05120367
0.053834334	0.07802497	0.013271389	-0.074953675	0.012651812	-0.016667672	0.024826055	-0.08894454	0.031853303
0.02444881	0.08974503	-0.023841085	-0.010277594	-0.041510537	-0.023375742	0.013630654	-0.022858484	0.07592211
0.030285843	0.016815847	-0.07729132	-0.014988356	-0.04584137	-0.0624758	0.030832369	-0.074923836	0.0860392
0.028938185	0.03920506	-0.0387087	-0.044588037	-0.026906945	-0.02661799	0.07237268	-0.048738588	0.049777813
0.08320608	0.017904375	-0.084104344	-0.06786174	-0.07976715	-0.10717543	0.027654218	-0.047142472	0.06804275
0.054808665	0.054694917	-0.017532712	-0.059354633	-0.07728395	-0.047122773	0.023499863	-0.06006607	0.095961384
0.07563081	0.02177612	-0.0896835	-0.06511429	-0.07142994	-0.04516402	0.06935814	-0.095104165	0.088847116
0.053697955	0.05217362	-0.061247945	-0.027988577	-0.014842203	-0.032803584	0.040201064	-0.100459374	0.023992362
0.08654269	0.023021093	-0.009668508	-0.036384612	-0.0044657863	-0.026615212	0.03039519	-0.051276833	0.013356351
0.08943785	0.07745408	-0.07266398	-0.058550112	-0.123832464	-0.051394537	0.050047915	-0.066532195	0.09788299
0.08748732	0.022232493	-0.019204704	-0.08858871	-0.05339772	-0.07779912	0.078226484	-0.06845703	0.07327017
0.023133036	0.07535108	-0.03675321	-0.07592579	0.0007348691	-0.07346471	0.039180268	0.00018916806	0.057201393
0.06348535	0.081046835	0.0036982156	-0.035933953	-0.05981717	-0.056605093	0.057590872	0.011003015	0.07716379
0.08607545	0.046488788	-0.05479828	-0.08953448	0.0033972804	-0.027846165	0.02252826	-0.0597816	0.0043881093
0.03117089	0.08562714	-0.10044315	-0.03694129	-0.04548837	-0.0463354	0.07114901	-0.08298186	0.022313133
0.032108407	0.0051159314	-0.053429577	-0.031620957	0.0019369549	-0.023848971	0.059685204	-0.01815171	0.092516765
0.0027348679	0.08987972	0.00813383	-0.00850472	-0.061838422	-0.022994084	0.019769829	-0.06567872	0.032025058
0.094179265	0.05186158	-0.05126397	-0.012320497	-0.008235199	-0.07666627	0.02625436	-0.054437574	0.029793749
-0.01616355	0.030753687	-0.0062078224	-0.04391106	-0.03941336	-0.05740809	0.027307358	-0.07555861	0.069267996
0.09488394	0.021357212	-0.063814014	-0.034847543	-0.029830925	-0.030287448	0.059922326	-0.028943935	0.029141126
